"lek","gaps","convg","cost.type","Y.cost.vals.1."
"file5adc35b9b643song.seq_LK11_SongsSeq.fa",21,"Y","increasing","-0.2_0_1.2"
"file5adc7301f778song.seq_LK1_SongsSeq.fa",40,"Y","increasing","-0.2_0_1.2"
"file5adc6031b721song.seq_LK2_SongsSeq.fa",40,"N","increasing","-0.2_0_1.2"
"file5adc5118f937song.seq_LK3_SongsSeq.fa",40,"Y","increasing","-0.2_0_1.2"
"file5adc5bb2fcb9song.seq_LK4_SongsSeq.fa",40,"Y","increasing","-0.2_0_1.2"
"file5adc7a302ec8song.seq_LK5_SongsSeq.fa",40,"Y","increasing","-0.2_0_1.2"
"file5adca3138csong.seq_LK6_SongsSeq.fa",39,"Y","increasing","-0.2_0_1.2"
"file5adc75820b9esong.seq_LK7_SongsSeq.fa",40,"Y","increasing","-0.2_0_1.2"
"file5adc7ab64b17song.seq_LK8_SongsSeq.fa",30,"Y","increasing","-0.2_0_1.2"
"file5adc4a8de45asong.seq_LK9_SongsSeq.fa",40,"N","increasing","-0.2_0_1.2"
"file5adc4a0fb6d1song.seq_LK10_SongsSeq.fa",29,"Y","increasing","-0.2_0_1.2"
"file5adc7f581eefsong.seq_LK11_SongsSeq.fa",21,"N","increasing","-0.2_0_1.2"
"file5adc29300a6asong.seq_LK1_SongsSeq.fa",35,"Y","increasing","-0.2_0_1.2"
"file5adc58d39ac5song.seq_LK2_SongsSeq.fa",40,"Y","increasing","-0.2_0_1.2"
"file5adc10a5e7fcsong.seq_LK3_SongsSeq.fa",40,"Y","increasing","-0.2_0_1.2"
"file5adc706fc039song.seq_LK4_SongsSeq.fa",40,"Y","increasing","-0.2_0_1.2"
"file5adc6215e014song.seq_LK5_SongsSeq.fa",35,"Y","increasing","-0.2_0_1.2"
"file5adc7de5e1fcsong.seq_LK6_SongsSeq.fa",39,"N","increasing","-0.2_0_1.2"
"file5adc676300acsong.seq_LK7_SongsSeq.fa",37,"Y","increasing","-0.2_0_1.2"
"file5adc5d80c5aesong.seq_LK8_SongsSeq.fa",34,"N","increasing","-0.2_0_1.2"
"file5adc4b3d3a89song.seq_LK9_SongsSeq.fa",40,"N","increasing","-0.2_0_1.2"
"file5adc1fb8ca97song.seq_LK10_SongsSeq.fa",38,"Y","increasing","-0.2_0_1.2"
"file5adc32d6fb71song.seq_LK11_SongsSeq.fa",22,"Y","increasing","-0.2_0_1.2"
"file5adc37851478song.seq_LK1_SongsSeq.fa",30,"Y","increasing","-0.2_0_1.2"
"file5adc517eae8song.seq_LK2_SongsSeq.fa",40,"Y","increasing","-0.2_0_1.2"
"file5adc4e47f9b0song.seq_LK3_SongsSeq.fa",40,"Y","increasing","-0.2_0_1.2"
"file5adc202968desong.seq_LK4_SongsSeq.fa",40,"Y","increasing","-0.2_0_1.2"
"file5adc57c34048song.seq_LK5_SongsSeq.fa",20,"Y","increasing","-0.2_0_1.2"
"file5adc55dba018song.seq_LK6_SongsSeq.fa",23,"Y","increasing","-0.2_0_1.2"
"file5adc56a4ef25song.seq_LK7_SongsSeq.fa",36,"Y","increasing","-0.2_0_1.2"
"file5adc7e565771song.seq_LK8_SongsSeq.fa",40,"Y","increasing","-0.2_0_1.2"
"file5adcb95565csong.seq_LK9_SongsSeq.fa",40,"Y","increasing","-0.2_0_1.2"
"file5adc49a6e69esong.seq_LK10_SongsSeq.fa",35,"N","increasing","-0.2_0_1.2"
"file5adc5e880e92song.seq_LK11_SongsSeq.fa",25,"Y","increasing","-0.2_0_1.2"
"file5adc5cae4f93song.seq_LK1_SongsSeq.fa",26,"Y","increasing","-0.2_0_1.2"
"file5adc2559e357song.seq_LK2_SongsSeq.fa",38,"Y","increasing","-0.2_0_1.2"
"file5adc58b83d5asong.seq_LK3_SongsSeq.fa",40,"Y","increasing","-0.2_0_1.2"
"file5adc5d51631fsong.seq_LK4_SongsSeq.fa",40,"Y","increasing","-0.2_0_1.2"
"file5adc1adbeef6song.seq_LK5_SongsSeq.fa",25,"Y","increasing","-0.2_0_1.2"
"file5adc536e8871song.seq_LK6_SongsSeq.fa",27,"Y","increasing","-0.2_0_1.2"
"file5adc27df4779song.seq_LK7_SongsSeq.fa",39,"N","increasing","-0.2_0_1.2"
"file5adc64eba5c7song.seq_LK8_SongsSeq.fa",38,"Y","increasing","-0.2_0_1.2"
"file5adc52c6a760song.seq_LK9_SongsSeq.fa",40,"N","increasing","-0.2_0_1.2"
"file5adc510f51e4song.seq_LK10_SongsSeq.fa",39,"Y","increasing","-0.2_0_1.2"
"file5adc3dbf408csong.seq_LK11_SongsSeq.fa",29,"Y","increasing","-0.2_0_1.2"
"file5adc636c8f5csong.seq_LK1_SongsSeq.fa",37,"Y","increasing","-0.2_0_1.2"
"file5adc417f121dsong.seq_LK2_SongsSeq.fa",40,"Y","increasing","-0.2_0_1.2"
"file5adc1fd520a1song.seq_LK3_SongsSeq.fa",40,"N","increasing","-0.2_0_1.2"
"file5adc61527159song.seq_LK4_SongsSeq.fa",40,"Y","increasing","-0.2_0_1.2"
"file5adc28e212c9song.seq_LK5_SongsSeq.fa",30,"Y","increasing","-0.2_0_1.2"
"file5adc7d55e64fsong.seq_LK6_SongsSeq.fa",26,"Y","increasing","-0.2_0_1.2"
"file5adc2c8fabe2song.seq_LK7_SongsSeq.fa",38,"Y","increasing","-0.2_0_1.2"
"file5adc489add61song.seq_LK8_SongsSeq.fa",37,"Y","increasing","-0.2_0_1.2"
"file5adc302ce1c0song.seq_LK9_SongsSeq.fa",40,"N","increasing","-0.2_0_1.2"
"file5adc6414c05asong.seq_LK10_SongsSeq.fa",32,"Y","increasing","-0.2_0_1.2"
"file5adc4db2c849song.seq_LK11_SongsSeq.fa",31,"Y","increasing","-0.2_0_1.2"
"file5adc7e74db70song.seq_LK1_SongsSeq.fa",31,"N","increasing","-0.2_0_1.2"
"file5adc43e2938song.seq_LK2_SongsSeq.fa",40,"Y","increasing","-0.2_0_1.2"
"file5adc25760891song.seq_LK3_SongsSeq.fa",40,"Y","increasing","-0.2_0_1.2"
"file5adc54507b89song.seq_LK4_SongsSeq.fa",40,"Y","increasing","-0.2_0_1.2"
"file5adc5ae3185esong.seq_LK5_SongsSeq.fa",22,"Y","increasing","-0.2_0_1.2"
"file5adc23cc6002song.seq_LK6_SongsSeq.fa",40,"N","increasing","-0.2_0_1.2"
"file5adc5fe5d1e5song.seq_LK7_SongsSeq.fa",28,"Y","increasing","-0.2_0_1.2"
"file5adc2489fefcsong.seq_LK8_SongsSeq.fa",40,"Y","increasing","-0.2_0_1.2"
"file5adc2546e94song.seq_LK9_SongsSeq.fa",40,"Y","increasing","-0.2_0_1.2"
"file5adc3c942178song.seq_LK10_SongsSeq.fa",40,"N","increasing","-0.2_0_1.2"
"file5adc49e3e253song.seq_LK11_SongsSeq.fa",30,"Y","increasing","-0.2_0_1.2"
"file5adc5b0cabefsong.seq_LK1_SongsSeq.fa",33,"N","increasing","-0.2_0_1.2"
"file5adc19e58497song.seq_LK2_SongsSeq.fa",37,"Y","increasing","-0.2_0_1.2"
"file5adc64bfd149song.seq_LK3_SongsSeq.fa",40,"Y","increasing","-0.2_0_1.2"
"file5adc2e7b3460song.seq_LK4_SongsSeq.fa",40,"N","increasing","-0.2_0_1.2"
"file5adc41c4cc11song.seq_LK5_SongsSeq.fa",40,"Y","increasing","-0.2_0_1.2"
"file5adc49ab7711song.seq_LK6_SongsSeq.fa",21,"Y","increasing","-0.2_0_1.2"
"file5adc141dbc1song.seq_LK7_SongsSeq.fa",40,"N","increasing","-0.2_0_1.2"
"file5adc12d41df5song.seq_LK8_SongsSeq.fa",40,"Y","increasing","-0.2_0_1.2"
"file5adc76ab79dsong.seq_LK9_SongsSeq.fa",40,"Y","increasing","-0.2_0_1.2"
"file5adc64ae6b1dsong.seq_LK10_SongsSeq.fa",40,"Y","increasing","-0.2_0_1.2"
"file5adc54533012song.seq_LK11_SongsSeq.fa",31,"N","increasing","-0.2_0_1.2"
"file5adc273fd83esong.seq_LK1_SongsSeq.fa",40,"Y","increasing","-0.2_0_1.2"
"file5adc4600dc76song.seq_LK2_SongsSeq.fa",40,"Y","increasing","-0.2_0_1.2"
"file5adc7d3542dbsong.seq_LK3_SongsSeq.fa",40,"Y","increasing","-0.2_0_1.2"
"file5adc2495be8esong.seq_LK4_SongsSeq.fa",40,"Y","increasing","-0.2_0_1.2"
"file5adc72908859song.seq_LK5_SongsSeq.fa",40,"Y","increasing","-0.2_0_1.2"
"file5adc45d0203csong.seq_LK6_SongsSeq.fa",25,"Y","increasing","-0.2_0_1.2"
"file5adc54c2a04esong.seq_LK7_SongsSeq.fa",40,"Y","increasing","-0.2_0_1.2"
"file5adc56a548b3song.seq_LK8_SongsSeq.fa",40,"Y","increasing","-0.2_0_1.2"
"file5adc1382e885song.seq_LK9_SongsSeq.fa",40,"Y","increasing","-0.2_0_1.2"
"file5adc53377bbfsong.seq_LK10_SongsSeq.fa",34,"Y","increasing","-0.2_0_1.2"
"file5adc5ae371ecsong.seq_LK11_SongsSeq.fa",30,"Y","increasing","-0.2_0_1.2"
"file5adc38f8f116song.seq_LK1_SongsSeq.fa",38,"Y","increasing","-0.2_0_1.2"
"file5adc2787f748song.seq_LK2_SongsSeq.fa",40,"N","increasing","-0.2_0_1.2"
"file5adc35c68a4asong.seq_LK3_SongsSeq.fa",40,"Y","increasing","-0.2_0_1.2"
"file5adc5cc55118song.seq_LK4_SongsSeq.fa",40,"Y","increasing","-0.2_0_1.2"
"file5adc76dc92dsong.seq_LK5_SongsSeq.fa",35,"N","increasing","-0.2_0_1.2"
"file5adc5a508946song.seq_LK6_SongsSeq.fa",18,"Y","increasing","-0.2_0_1.2"
"file5adc5f19bfadsong.seq_LK7_SongsSeq.fa",40,"Y","increasing","-0.2_0_1.2"
"file5adc4401eaa5song.seq_LK8_SongsSeq.fa",40,"N","increasing","-0.2_0_1.2"
"file5adc24346b99song.seq_LK9_SongsSeq.fa",40,"Y","increasing","-0.2_0_1.2"
"file5adc3a266b9csong.seq_LK10_SongsSeq.fa",40,"Y","increasing","-0.2_0_1.2"
"file5adc5de76f3csong.seq_LK11_SongsSeq.fa",27,"Y","increasing","-0.2_0_1.2"
"file5adc8f43ce3song.seq_LK1_SongsSeq.fa",35,"Y","increasing","-0.2_0_1.2"
"file5adc68a19ffcsong.seq_LK2_SongsSeq.fa",40,"Y","increasing","-0.2_0_1.2"
"file5adc1fac3b4dsong.seq_LK3_SongsSeq.fa",40,"Y","increasing","-0.2_0_1.2"
"file5adc529fb3f4song.seq_LK4_SongsSeq.fa",40,"Y","increasing","-0.2_0_1.2"
"file5adc69e37bbdsong.seq_LK5_SongsSeq.fa",34,"N","increasing","-0.2_0_1.2"
"file5adc32805942song.seq_LK6_SongsSeq.fa",25,"Y","increasing","-0.2_0_1.2"
"file5adc5a0a6b91song.seq_LK7_SongsSeq.fa",40,"Y","increasing","-0.2_0_1.2"
"file5adc4e91e6dbsong.seq_LK8_SongsSeq.fa",40,"Y","increasing","-0.2_0_1.2"
"file5adc6d38954song.seq_LK9_SongsSeq.fa",40,"Y","increasing","-0.2_0_1.2"
"file5adc14a43d0song.seq_LK10_SongsSeq.fa",40,"Y","increasing","-0.2_0_1.2"
"file5adc1492c351song.seq_LK11_SongsSeq.fa",21,"Y","increasing","-0.2_0_1.2"
"file5adc408cc30song.seq_LK1_SongsSeq.fa",40,"Y","increasing","-0.2_0_1.2"
"file5adc25e0025esong.seq_LK2_SongsSeq.fa",40,"Y","increasing","-0.2_0_1.2"
"file5adc7234baasong.seq_LK3_SongsSeq.fa",26,"Y","increasing","-0.2_0_1.2"
"file5adc49d8ec6csong.seq_LK4_SongsSeq.fa",38,"N","increasing","-0.2_0_1.2"
"file5adc7aa2a2acsong.seq_LK5_SongsSeq.fa",39,"Y","increasing","-0.2_0_1.2"
"file5adc5dc8945esong.seq_LK6_SongsSeq.fa",25,"Y","increasing","-0.2_0_1.2"
"file5adc5d5bd4f2song.seq_LK7_SongsSeq.fa",40,"Y","increasing","-0.2_0_1.2"
"file5adc4dda1e6bsong.seq_LK8_SongsSeq.fa",37,"Y","increasing","-0.2_0_1.2"
"file5adc38ac064asong.seq_LK9_SongsSeq.fa",40,"Y","increasing","-0.2_0_1.2"
"file5adc1654c608song.seq_LK10_SongsSeq.fa",31,"Y","increasing","-0.2_0_1.2"
"file5adc756215b3song.seq_LK11_SongsSeq.fa",33,"N","increasing","-0.2_0_1.2"
"file5adc6e729094song.seq_LK1_SongsSeq.fa",38,"Y","increasing","-0.2_0_1.2"
"file5adc731a1721song.seq_LK2_SongsSeq.fa",40,"Y","increasing","-0.2_0_1.2"
"file5adc7ccfdee0song.seq_LK3_SongsSeq.fa",31,"Y","increasing","-0.2_0_1.2"
"file5adc48c319dasong.seq_LK4_SongsSeq.fa",40,"Y","increasing","-0.2_0_1.2"
"file5adc5233d6cesong.seq_LK5_SongsSeq.fa",40,"N","increasing","-0.2_0_1.2"
"file5adc40d1c985song.seq_LK6_SongsSeq.fa",33,"Y","increasing","-0.2_0_1.2"
"file5adc6cf78573song.seq_LK7_SongsSeq.fa",37,"N","increasing","-0.2_0_1.2"
"file5adcc5a426asong.seq_LK8_SongsSeq.fa",35,"Y","increasing","-0.2_0_1.2"
"file5adc1eb938c2song.seq_LK9_SongsSeq.fa",40,"Y","increasing","-0.2_0_1.2"
"file5adc75ebc256song.seq_LK10_SongsSeq.fa",31,"Y","increasing","-0.2_0_1.2"
"file5adc74fbe266song.seq_LK11_SongsSeq.fa",23,"N","increasing","-0.2_0_1.2"
"file5adc3e65740fsong.seq_LK1_SongsSeq.fa",40,"N","increasing","-0.2_0_1.2"
"file5adc488b764asong.seq_LK2_SongsSeq.fa",40,"N","increasing","-0.2_0_1.2"
"file5adc5edf5e24song.seq_LK3_SongsSeq.fa",20,"Y","increasing","-0.2_0_1.2"
"file5adc70e5cd52song.seq_LK4_SongsSeq.fa",40,"Y","increasing","-0.2_0_1.2"
"file5adc2295e1dcsong.seq_LK5_SongsSeq.fa",28,"N","increasing","-0.2_0_1.2"
"file5adc2d7144ffsong.seq_LK6_SongsSeq.fa",23,"Y","increasing","-0.2_0_1.2"
"file5adc77b956a6song.seq_LK7_SongsSeq.fa",40,"Y","increasing","-0.2_0_1.2"
"file5adc23e025acsong.seq_LK8_SongsSeq.fa",40,"N","increasing","-0.2_0_1.2"
"file5adc42040850song.seq_LK9_SongsSeq.fa",40,"Y","increasing","-0.2_0_1.2"
"file5adc7bc222d6song.seq_LK10_SongsSeq.fa",29,"Y","increasing","-0.2_0_1.2"
"file5adc49c0280asong.seq_LK11_SongsSeq.fa",14,"Y","increasing","-0.2_0_1.2"
"file5adc492753fbsong.seq_LK1_SongsSeq.fa",18,"Y","increasing","-0.2_0_1.2"
"file5adc459b0f43song.seq_LK2_SongsSeq.fa",39,"Y","increasing","-0.2_0_1.2"
"file5adc4462cab6song.seq_LK3_SongsSeq.fa",30,"N","increasing","-0.2_0_1.2"
"file5adc26efe859song.seq_LK4_SongsSeq.fa",30,"Y","increasing","-0.2_0_1.2"
"file5adc22f6e435song.seq_LK5_SongsSeq.fa",33,"Y","increasing","-0.2_0_1.2"
"file5adc123ce922song.seq_LK6_SongsSeq.fa",17,"Y","increasing","-0.2_0_1.2"
"file5adc5f9beea3song.seq_LK7_SongsSeq.fa",30,"Y","increasing","-0.2_0_1.2"
"file5adc394baa3dsong.seq_LK8_SongsSeq.fa",31,"N","increasing","-0.2_0_1.2"
"file5adc79efed5song.seq_LK9_SongsSeq.fa",40,"N","increasing","-0.2_0_1.2"
"file5adc4e0e7f37song.seq_LK10_SongsSeq.fa",39,"Y","increasing","-0.2_0_1.2"
"file5adc2c65c15esong.seq_LK11_SongsSeq.fa",25,"N","increasing","-0.2_0_1.2"
"file5adc46eddb6song.seq_LK1_SongsSeq.fa",40,"N","increasing","-0.2_0_1.2"
"file5adc16d19911song.seq_LK2_SongsSeq.fa",40,"Y","increasing","-0.2_0_1.2"
"file5adc7e99982csong.seq_LK3_SongsSeq.fa",38,"N","increasing","-0.2_0_1.2"
"file5adc4540a73bsong.seq_LK4_SongsSeq.fa",40,"Y","increasing","-0.2_0_1.2"
"file5adc3c91e84song.seq_LK5_SongsSeq.fa",27,"N","increasing","-0.2_0_1.2"
"file5adcaf3da96song.seq_LK6_SongsSeq.fa",36,"Y","increasing","-0.2_0_1.2"
"file5adc63f9dffdsong.seq_LK7_SongsSeq.fa",40,"Y","increasing","-0.2_0_1.2"
"file5adc79b4e0dbsong.seq_LK8_SongsSeq.fa",34,"Y","increasing","-0.2_0_1.2"
"file5adc7fefbcfdsong.seq_LK9_SongsSeq.fa",40,"N","increasing","-0.2_0_1.2"
"file5adc225f540dsong.seq_LK10_SongsSeq.fa",25,"Y","increasing","-0.2_0_1.2"
"file5adc42405725song.seq_LK11_SongsSeq.fa",24,"Y","increasing","-0.2_0_1.2"
"file5adc5ecf1b21song.seq_LK1_SongsSeq.fa",29,"Y","increasing","-0.2_0_1.2"
"file5adc1345215fsong.seq_LK2_SongsSeq.fa",40,"N","increasing","-0.2_0_1.2"
"file5adc64d63901song.seq_LK3_SongsSeq.fa",38,"Y","increasing","-0.2_0_1.2"
"file5adcc406020song.seq_LK4_SongsSeq.fa",40,"Y","increasing","-0.2_0_1.2"
"file5adcafe7805song.seq_LK5_SongsSeq.fa",40,"Y","increasing","-0.2_0_1.2"
"file5adc8b65eadsong.seq_LK6_SongsSeq.fa",37,"N","increasing","-0.2_0_1.2"
"file5adc4e446870song.seq_LK7_SongsSeq.fa",39,"Y","increasing","-0.2_0_1.2"
"file5adc6c09adcsong.seq_LK8_SongsSeq.fa",40,"Y","increasing","-0.2_0_1.2"
"file5adc527686b7song.seq_LK9_SongsSeq.fa",40,"Y","increasing","-0.2_0_1.2"
"file5adc176bbc6bsong.seq_LK10_SongsSeq.fa",28,"Y","increasing","-0.2_0_1.2"
"file5adc4c5baa1fsong.seq_LK11_SongsSeq.fa",40,"Y","increasing","-0.2_0_1.2"
"file5adc16d9516esong.seq_LK1_SongsSeq.fa",40,"Y","increasing","-0.2_0_1.2"
"file5adc3e5ba4c4song.seq_LK2_SongsSeq.fa",40,"N","increasing","-0.2_0_1.2"
"file5adc6f528e54song.seq_LK3_SongsSeq.fa",39,"Y","increasing","-0.2_0_1.2"
"file5adc29163a90song.seq_LK4_SongsSeq.fa",40,"Y","increasing","-0.2_0_1.2"
"file5adc1df79367song.seq_LK5_SongsSeq.fa",39,"Y","increasing","-0.2_0_1.2"
"file5adc289e3891song.seq_LK6_SongsSeq.fa",29,"N","increasing","-0.2_0_1.2"
"file5adc30b53965song.seq_LK7_SongsSeq.fa",40,"N","increasing","-0.2_0_1.2"
"file5adc6c06129esong.seq_LK8_SongsSeq.fa",40,"N","increasing","-0.2_0_1.2"
"file5adc5503f9f0song.seq_LK9_SongsSeq.fa",40,"Y","increasing","-0.2_0_1.2"
"file5adc3524171bsong.seq_LK10_SongsSeq.fa",27,"Y","increasing","-0.2_0_1.2"
"file5adc2d7abafsong.seq_LK11_SongsSeq.fa",23,"Y","increasing","-0.2_0_1.2"
"file5adc539d921csong.seq_LK1_SongsSeq.fa",40,"Y","increasing","-0.2_0_1.2"
"file5adc7a64be57song.seq_LK2_SongsSeq.fa",40,"Y","increasing","-0.2_0_1.2"
"file5adc6a0ca34song.seq_LK3_SongsSeq.fa",40,"Y","increasing","-0.2_0_1.2"
"file5adc5e916cb3song.seq_LK4_SongsSeq.fa",40,"N","increasing","-0.2_0_1.2"
"file5adc5e5e9e54song.seq_LK5_SongsSeq.fa",24,"N","increasing","-0.2_0_1.2"
"file5adc55ab0fsong.seq_LK6_SongsSeq.fa",39,"Y","increasing","-0.2_0_1.2"
"file5adc5e8129b0song.seq_LK7_SongsSeq.fa",38,"N","increasing","-0.2_0_1.2"
"file5adcbdf261song.seq_LK8_SongsSeq.fa",17,"Y","increasing","-0.2_0_1.2"
"file5adc42960234song.seq_LK9_SongsSeq.fa",40,"N","increasing","-0.2_0_1.2"
"file5adc3d5044d1song.seq_LK10_SongsSeq.fa",40,"Y","increasing","-0.2_0_1.2"
"file5adc140313c0song.seq_LK11_SongsSeq.fa",24,"Y","increasing","-0.2_0_1.2"
"file5adc276c3b36song.seq_LK1_SongsSeq.fa",24,"Y","increasing","-0.2_0_1.2"
"file5adc4990a4f1song.seq_LK2_SongsSeq.fa",38,"Y","increasing","-0.2_0_1.2"
"file5adc1f018bc6song.seq_LK3_SongsSeq.fa",40,"N","increasing","-0.2_0_1.2"
"file5adc302299e3song.seq_LK4_SongsSeq.fa",40,"Y","increasing","-0.2_0_1.2"
"file5adc17d50d61song.seq_LK5_SongsSeq.fa",40,"Y","increasing","-0.2_0_1.2"
"file5adc25c226a2song.seq_LK6_SongsSeq.fa",34,"Y","increasing","-0.2_0_1.2"
"file5adc299209bsong.seq_LK7_SongsSeq.fa",38,"Y","increasing","-0.2_0_1.2"
"file5adc2f40c9cdsong.seq_LK8_SongsSeq.fa",40,"N","increasing","-0.2_0_1.2"
"file5adc721dd0c1song.seq_LK9_SongsSeq.fa",40,"Y","increasing","-0.2_0_1.2"
"file5adc19727209song.seq_LK10_SongsSeq.fa",20,"Y","increasing","-0.2_0_1.2"
"file5adc6d9c6e91song.seq_LK11_SongsSeq.fa",33,"Y","increasing","-0.2_0_1.2"
"file5adc61705f15song.seq_LK1_SongsSeq.fa",37,"Y","increasing","-0.2_0_1.2"
"file5adc4288ac99song.seq_LK2_SongsSeq.fa",38,"Y","increasing","-0.2_0_1.2"
"file5adcb9401f9song.seq_LK3_SongsSeq.fa",40,"Y","increasing","-0.2_0_1.2"
"file5adca0e97a6song.seq_LK4_SongsSeq.fa",40,"Y","increasing","-0.2_0_1.2"
"file5adc733de5fesong.seq_LK5_SongsSeq.fa",32,"N","increasing","-0.2_0_1.2"
"file5adc779a1497song.seq_LK6_SongsSeq.fa",32,"Y","increasing","-0.2_0_1.2"
"file5adc5f129196song.seq_LK7_SongsSeq.fa",36,"Y","increasing","-0.2_0_1.2"
"file5adc2861fd1asong.seq_LK8_SongsSeq.fa",39,"Y","increasing","-0.2_0_1.2"
"file5adc7a71c047song.seq_LK9_SongsSeq.fa",40,"Y","increasing","-0.2_0_1.2"
"file5adc32b023b3song.seq_LK10_SongsSeq.fa",38,"N","increasing","-0.2_0_1.2"
